track_id,canonical_composer,canonical_title,year,duration,midi_filename,audio_filename,midi_path,audio_path,official_split,composition_id,period,period_id
track_000022,Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",2018,1120.09102734,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.wav,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.wav,train,alexander_scriabin__sonata_no_3_in_f_sharp_minor_op_23,Romantic,2
track_000023,Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",2018,1195.01082422,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.wav,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.wav,train,alexander_scriabin__sonata_no_3_in_f_sharp_minor_op_23,Romantic,2
track_000024,Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",2018,1117.95828375,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.wav,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.wav,train,alexander_scriabin__sonata_no_3_in_f_sharp_minor_op_23,Romantic,2
track_000025,Alexander Scriabin,"Sonata No. 4 in F-sharp Major ,Op.30",2013,440.110403906,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.wav,data\raw\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,data\raw\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.wav,validation,alexander_scriabin__sonata_no_4_in_f_sharp_major_op_30,Romantic,2
track_000026,Alexander Scriabin,"Sonata No. 5 in F-sharp Minor, Op. 53",2004,659.835660317,2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.wav,data\raw\maestro-v3.0.0\2004\MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,data\raw\maestro-v3.0.0\2004\MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.wav,train,alexander_scriabin__sonata_no_5_in_f_sharp_minor_op_53,Romantic,2
track_000027,Alexander Scriabin,"Sonata No. 5, Op. 53",2018,701.488347656,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.wav,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.wav,train,alexander_scriabin__sonata_no_5_op_53,Romantic,2
track_000028,Alexander Scriabin,"Sonata No. 5, Op. 53",2009,706.203887813,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.wav,train,alexander_scriabin__sonata_no_5_op_53,Romantic,2
track_000029,Alexander Scriabin,"Sonata No. 5, Op. 53",2009,648.955013438,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.wav,train,alexander_scriabin__sonata_no_5_op_53,Romantic,2
track_000030,Alexander Scriabin,"Sonata No. 5, Op. 53",2008,601.648703906,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.wav,data\raw\maestro-v3.0.0\2008\MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,data\raw\maestro-v3.0.0\2008\MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.wav,train,alexander_scriabin__sonata_no_5_op_53,Romantic,2
track_000031,Alexander Scriabin,"Sonata No. 5, Op. 53",2014,707.903939531,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.wav,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.wav,train,alexander_scriabin__sonata_no_5_op_53,Romantic,2
track_000032,Alexander Scriabin,"Sonata No. 5, Op. 53",2014,644.840434219,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.wav,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.wav,train,alexander_scriabin__sonata_no_5_op_53,Romantic,2
track_000033,Alexander Scriabin,Sonata No. 9,2006,476.652835312,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.wav,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.wav,test,alexander_scriabin__sonata_no_9,Romantic,2
track_000034,Alexander Scriabin,Sonata No. 9,2006,426.268270313,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.wav,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.wav,test,alexander_scriabin__sonata_no_9,Romantic,2
track_000035,Alexander Scriabin,"Sonata No. 9, Op. 68",2009,520.139704219,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.wav,test,alexander_scriabin__sonata_no_9_op_68,Romantic,2
track_000036,Alexander Scriabin,"Sonata No. 9, Op. 68, ""Black Mass""",2018,520.215825937,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.wav,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.wav,test,alexander_scriabin__sonata_no_9_op_68_black_mass,Romantic,2
track_000037,Alexander Scriabin,"Two Impromptus, Op. 14 (Complete)",2014,365.655350156,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.wav,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.wav,validation,alexander_scriabin__two_impromptus_op_14_complete,Romantic,2
track_000038,Alexander Scriabin,"Waltz, Op. 38",2014,319.910203594,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.wav,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,data\raw\maestro-v3.0.0\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.wav,validation,alexander_scriabin__waltz_op_38,Romantic,2
track_000039,Antonio Soler,Sonata No. 10 in B Minor,2009,232.765525781,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.wav,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,data\raw\maestro-v3.0.0\2009\MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.wav,train,antonio_soler__sonata_no_10_in_b_minor,Classical,1
track_000040,Carl Maria von Weber,"Sonata No. 1, 2nd, 3rd and 4th movements",2008,939.13367625,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.midi,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.wav,data\raw\maestro-v3.0.0\2008\MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.midi,data\raw\maestro-v3.0.0\2008\MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.wav,train,carl_maria_von_weber__sonata_no_1_2nd_3rd_and_4th_movements,Romantic,2
track_000041,Charles Gounod / Franz Liszt,Faust Waltz,2006,557.392605,2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.wav,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.wav,train,charles_gounod_franz_liszt__faust_waltz,Romantic,2
track_000087,César Franck,Prel./Chor./Fug.,2006,1188.161205,2006/MIDI-Unprocessed_22_R1_2006_01-04_ORIG_MID--AUDIO_22_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_22_R1_2006_01-04_ORIG_MID--AUDIO_22_R1_2006_02_Track02_wav.wav,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_22_R1_2006_01-04_ORIG_MID--AUDIO_22_R1_2006_02_Track02_wav.midi,data\raw\maestro-v3.0.0\2006\MIDI-Unprocessed_22_R1_2006_01-04_ORIG_MID--AUDIO_22_R1_2006_02_Track02_wav.wav,validation,c_sar_franck__prel_chor_fug,Romantic,2
track_000088,César Franck,"Prelude, Choral et Fugue",2018,1054.57827234,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--2.wav,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--2.midi,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--2.wav,validation,c_sar_franck__prelude_choral_et_fugue,Romantic,2
track_000089,César Franck,"Prelude, Choral et Fugue",2018,1021.9006875,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--5.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--5.wav,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--5.midi,data\raw\maestro-v3.0.0\2018\MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--5.wav,validation,c_sar_franck__prelude_choral_et_fugue,Romantic,2
